identifier;description;glass_area;frame_area;U_value;SHGC;
W0001;EP Surface:Zn001:Wall001/EP Construction:DoubleClear;10;0;UValue_Window_EPConstr_DoubleClear;GValue_Window_EPConstr_DoubleClear;
